violent_crimes,property_crimes,drug_crimes,recent_crimes,street_hazards,encampments,needles_reported,blocked_sidewalks,hour,is_night,is_weekend,lighting_quality,sidewalk_width,pedestrian_traffic,nearest_safe_haven_distance,cctv_coverage,escape_routes,is_unsafe
0,0,0,0,0,0,0,0,19,0,1,0.3146955719358765,2.685797743684348,0.20793811566818576,127.6046741489739,1,5,0
13,33,14,11,20,0,0,0,19,0,1,0.6160605010621357,2.963857132538071,0.920747529629108,419.77489135371883,0,1,1
2,1,0,0,0,0,0,0,19,0,1,0.09527715657366398,1.892754090501355,0.2807503970616736,206.2479856143244,1,3,0
0,0,0,0,0,0,0,0,19,0,1,0.06371818287125852,1.842558980549033,0.13581121319200373,375.3308344522023,0,3,0
2,2,0,3,0,0,0,0,19,0,1,0.7509664714749266,2.0079282002832337,0.0548831535129336,263.5392236112957,0,3,0
1,4,0,0,0,0,0,0,19,0,1,0.5327769558671834,2.5071461545037916,0.15991025020067307,220.78807400575184,0,3,0
1,3,0,2,0,0,0,0,19,0,1,0.3954062081738122,2.7337359401421066,0.29899763466157003,399.19422343413646,1,5,0
0,10,0,0,1,0,0,0,19,0,1,0.989794321545752,1.9400190347561947,0.617180982514353,113.59518619810434,1,5,0
4,15,0,1,3,1,0,0,19,0,1,0.8100309122724911,2.0289026157149492,0.2220888923749651,440.03164580507,1,4,0
0,11,0,2,2,0,0,0,19,0,1,0.5850172860588054,2.875550212400594,0.9377478476663399,405.5196416825273,1,4,0
0,0,0,0,0,0,0,0,19,0,1,0.5855209986412433,3.451471543001368,0.92947520955711,64.35477699119959,1,3,0
16,13,2,2,6,0,0,0,19,0,1,0.11654084190689917,2.0631568188313425,0.2507664861497346,375.9327379308541,1,4,1
0,3,0,2,4,0,0,0,19,0,1,0.029715229104203322,2.2766737086784596,0.5899373317602609,316.34500758278085,0,5,0
1,9,1,2,5,0,0,0,19,0,1,0.6870704214592713,1.8197609063143025,0.6052167975631365,261.24933308257914,0,1,0
0,0,0,0,0,0,0,0,19,0,1,0.778494947790551,1.7121398802143033,0.47954871375292163,324.6038801145408,0,3,0
0,6,0,0,2,0,0,0,19,0,1,0.03912569182538561,1.8968837635188496,0.6797313370345119,133.89663875349197,0,5,0
0,1,0,1,2,0,0,0,19,0,1,0.03649197735373777,1.318552971940188,0.28885359810231415,153.87243784305684,1,1,0
2,2,0,0,1,0,0,0,19,0,1,0.8827263053395153,3.3862569238622795,0.18655551525509095,111.59222974325104,1,4,0
0,1,1,0,0,0,0,0,19,0,1,0.7640138912510909,1.5491821647568078,0.6805426333770825,78.64280603720962,0,2,0
0,0,0,0,0,0,0,0,19,0,1,0.3731772495487572,2.5541325458315214,0.5635084710390926,390.11957640597035,0,3,0
0,0,0,0,0,0,0,0,19,0,1,0.03218724639880466,1.7634024482878954,0.7394766695958955,388.33002143052033,0,5,0
0,0,0,1,0,0,0,0,19,0,1,0.3236373452463107,2.757336445445076,0.8261386851405655,271.96950310143853,0,5,0
0,0,0,0,0,0,0,0,19,0,1,0.45616805848385034,2.777949338053384,0.8611329601768876,205.42726025457108,0,2,0
1,4,0,0,0,0,0,0,19,0,1,0.150390121141333,3.1714021983428813,0.7861560398460934,113.0431059566372,1,3,0
1,3,1,0,2,0,0,0,19,0,1,0.15964543313028545,2.744040437592666,0.7963274925460367,195.4216936049564,0,3,0
0,0,0,0,0,0,0,0,19,0,1,0.7926189634792602,3.1854869312338385,0.5567783334498683,191.45696508347254,1,1,0
2,7,0,1,0,0,0,0,19,0,1,0.1422738682150112,1.483985715510526,0.852792637797643,331.94449327631025,0,2,0
0,0,0,0,1,0,0,0,19,0,1,0.37101875287740604,1.4297180512413044,0.20774037086971908,346.9656277509937,0,4,0
6,32,0,1,4,0,0,0,19,0,1,0.44876916637619113,2.3117271332403733,0.8178764492194458,61.12508909357266,0,2,1
1,20,1,2,1,0,0,0,19,0,1,0.812983465482929,2.162108378519159,0.7184241485684514,270.67377345162106,1,3,0
0,0,0,0,0,0,0,0,19,0,1,0.2468736892065283,3.101338645810265,0.34436085919608406,199.98805000747356,1,5,0
0,2,0,0,0,0,0,0,19,0,1,0.360115702628766,2.5340561730689073,0.09290863993341447,297.4154654605926,0,1,0
0,4,0,1,1,0,0,0,19,0,1,0.8022744247667917,3.395537457870282,0.6342980867328878,262.4185659462123,0,2,0
0,3,0,0,0,0,0,0,19,0,1,0.5455783521282419,3.2861176571608555,0.5859611550214264,499.74021461848434,1,5,0
1,4,0,1,0,0,0,0,19,0,1,0.3191335070701842,3.123307358873003,0.5503564334309357,412.1368451492537,0,4,0
0,8,0,0,1,0,0,0,19,0,1,0.5854594461934186,1.692963125043185,0.2059111601458996,156.85442814188582,1,4,0
4,8,0,1,4,0,0,0,19,0,1,0.6871677179901906,1.2621853753882681,0.14219356650863124,456.6260593372817,1,4,0
1,13,0,1,7,1,0,0,19,0,1,0.8709898026648999,2.948941174367003,0.11692871604377486,302.817904163596,0,2,0
19,45,0,3,22,5,0,0,19,0,1,0.4805960881161766,1.3077745375001983,0.12671873052228577,499.3354218788784,0,2,1
3,5,0,0,7,0,0,0,19,0,1,0.33177123301948386,2.385006533487603,0.904859629206755,271.7139334605821,1,2,0
0,2,0,0,2,0,0,0,19,0,1,0.26534212073504715,2.9445031045851557,0.4057294102182073,211.81293566882988,0,2,0
0,66,3,6,2,0,0,0,19,0,1,0.4727540134008398,2.537889429029666,0.8870682527310133,302.36102911894056,1,2,0
4,10,11,8,5,1,0,0,19,0,1,0.3701072395647711,1.6904942971238681,0.17185273754282016,124.60438412578941,0,2,1
45,43,14,29,37,11,0,0,19,0,1,0.8997349144389728,1.7788087183104362,0.14063437130562506,381.62781890767286,0,1,1
0,0,0,0,0,0,0,0,19,0,1,0.4078288144851524,1.8726453869889275,0.6945945227876288,280.23576185679946,0,2,0
1,2,0,0,0,1,0,0,19,0,1,0.5511940206002686,3.354781977020539,0.288537829261828,73.46293408045446,0,4,0
1,4,0,1,0,0,0,0,19,0,1,0.6491659775516124,2.3157457348450112,0.6383973465111298,476.40496594840147,1,2,0
0,0,0,0,0,0,0,0,19,0,1,0.11599907990135516,1.2843336130153167,0.9919996585299343,242.8127777073346,0,4,0
0,2,0,0,0,0,0,0,19,0,1,0.39105450478999537,1.301650792637027,0.29107521440806117,76.0046480317719,0,1,0
27,20,43,8,73,8,0,0,19,0,1,0.10248056333273081,1.4371494565093943,0.7732118339011146,281.64984087921806,1,5,1
0,4,0,0,1,0,0,0,19,0,1,0.1612084237026965,1.3333649199421918,0.4910955894796484,201.87469981003866,0,5,0
0,0,0,0,0,0,0,0,19,0,1,0.08880918652604652,2.549501642063486,0.27486613475353217,432.29340172667446,0,5,0
6,25,5,16,27,0,0,0,19,0,1,0.1891056576470349,2.605834319752507,0.1270955272161185,101.22008054487894,1,5,1
0,0,0,0,0,0,0,0,19,0,1,0.7074688868316155,1.7994053657853026,0.7229309852626167,129.64509069770327,0,3,0
1,5,0,1,3,0,0,0,19,0,1,0.34656749212113647,3.297766089261974,0.7786894684952338,391.90176698118046,0,2,0
1,5,0,0,5,0,0,0,19,0,1,0.29506655843858676,3.300524674666425,0.9641692254430687,72.29885613626338,0,2,0
0,0,0,0,0,0,0,0,19,0,1,0.7964868301184803,1.2628346394081613,0.13835698759882753,205.6706258420905,1,4,0
0,0,0,0,0,0,0,0,19,0,1,0.08905656937973205,3.2669232888694983,0.6880419504616575,69.00734191692439,0,5,0
4,5,0,1,6,0,0,0,19,0,1,0.00618258572238628,2.357067003773582,0.47843372764433034,401.4034882765078,0,5,0
0,3,0,0,0,0,0,0,19,0,1,0.7372534780981612,1.4839047122243392,0.7013964905133016,138.73228380158685,0,3,0
0,1,0,0,0,0,0,0,19,0,1,0.8695882014816141,2.156476921270225,0.9814732636738999,126.29572941030638,1,2,0
2,2,0,0,1,0,0,0,19,0,1,0.327806428885941,2.5654809100387994,0.49088560517765834,250.4754510653135,1,5,0
0,0,0,0,0,0,0,0,19,0,1,0.9859745462313676,1.4755050421698022,0.31937068406067015,305.0739153497465,0,5,0
3,8,0,1,1,0,0,0,19,0,1,0.9289108723522607,2.615632401357751,0.7293430851571172,461.54107106411124,1,1,0
0,0,0,0,0,0,0,0,19,0,1,0.913606778266691,2.1072514843645647,0.18851025524590814,386.5568271145258,1,4,0
17,45,3,5,3,0,0,0,19,0,1,0.5457293220281826,2.7242740230288085,0.4670058984510048,381.90828407078965,0,2,1
3,8,0,0,1,0,0,0,19,0,1,0.9381785922195657,2.3453369419865013,0.41084824763055683,169.79085162685243,0,1,0
5,12,2,3,2,0,0,0,19,0,1,0.9948352474693609,3.4191521895958656,0.8212667857624945,81.97988281762856,0,5,0
0,0,0,0,0,0,0,0,19,0,1,0.7647991753004255,1.5745547934411825,0.22159829060626035,468.56351268599695,1,2,0
1,0,0,0,0,0,0,0,19,0,1,0.7353094938551648,1.561550496951097,0.4882982363701889,366.10375908299403,0,4,0
0,0,0,0,0,0,0,0,19,0,1,0.9038766887433309,1.945123005409051,0.3603401392060893,232.90904496978976,0,5,0
0,0,0,0,0,0,0,0,19,0,1,0.9740879247787109,3.2507281318324868,0.6957060107813845,342.1373015344232,1,4,0
0,0,0,0,0,0,0,0,19,0,1,0.9018016717117369,2.308898467443972,0.48350171792668695,458.0514404062691,1,1,0
1,1,0,0,0,0,0,0,19,0,1,0.7180637631511042,2.338310286992925,0.24972426089074018,166.48052417015697,0,4,0
0,0,0,0,0,0,0,0,19,0,1,0.3669015194054164,2.7843639892614767,0.32820907345200256,243.30926040415486,0,4,0
0,2,0,2,2,0,0,0,19,0,1,0.10764058225316098,2.6882568879017468,0.24844427181413842,147.19339651334155,1,2,0
0,4,0,1,0,0,0,0,19,0,1,0.8356189594481138,2.076016983273961,0.33458393690218824,358.56971828854563,0,5,0
0,0,0,0,0,0,0,0,19,0,1,0.6376052541003426,2.2525471917817095,0.10138812267262554,436.45993280194324,0,4,0
0,0,0,0,0,0,0,0,19,0,1,0.17135387260242652,1.746415577525671,0.16267222503380718,497.6252204115625,0,1,0
0,5,0,0,2,0,0,0,19,0,1,0.7544865291757197,1.2746071017247131,0.7552333109999542,366.3963522750508,1,4,0
1,19,0,3,10,0,0,0,19,0,1,0.9677405097530117,3.0738721172884715,0.5021692712622327,490.7686707379016,1,1,0
14,72,3,11,3,1,0,0,19,0,1,0.1940533730662275,1.7015123443017455,0.9495799017233107,384.5580874691098,0,1,1
0,0,0,0,0,0,0,0,19,0,1,0.7645057889772202,3.2078927577219893,0.6544546356337654,221.55753201809628,1,4,0
0,2,0,0,0,0,0,0,19,0,1,0.551787362284159,2.2663776695686737,0.7345745520742196,469.44371842231214,0,5,0
0,1,0,0,0,0,0,0,19,0,1,0.19119103784503522,1.3189661944854019,0.9334088819240679,406.67674423224787,0,5,0
0,2,0,0,3,0,0,0,19,0,1,0.9267412415597078,2.610809398802691,0.8881473017704822,239.17236468011575,1,3,0
0,1,0,1,0,0,0,0,19,0,1,0.8859258014356143,2.705426964210957,0.12097614019064162,56.83459820720853,1,5,0
0,0,0,0,0,0,0,0,19,0,1,0.9074895941185503,3.4208163248526215,0.6681269393692714,243.22423170951484,1,3,0
3,3,0,2,2,0,0,0,19,0,1,0.24655638851209272,2.6735696255420356,0.9584366794638935,171.57498427320712,1,5,0
5,15,0,4,7,0,0,0,19,0,1,0.21944167762091749,3.219543783234208,0.8745793863817306,490.4563141960935,1,4,1
0,0,0,0,0,0,0,0,19,0,1,0.8133479787527653,2.3647869528300403,0.21485163585856182,136.7427657729047,0,2,0
0,2,0,0,3,0,0,0,19,0,1,0.002846079240128252,2.491724465996692,0.9029666110308724,81.7711192610544,1,5,0
0,5,0,0,1,0,0,0,19,0,1,0.6898240066545668,2.1807738328783546,0.059915415518766224,485.04768663405474,0,1,0
0,0,0,0,0,0,0,0,19,0,1,0.40938889037943227,2.242408352601142,0.6916378612936657,253.18212556871387,1,5,0
0,2,0,0,0,0,0,0,19,0,1,0.24616752698609523,2.3681067037935306,0.7784833091833213,446.6011020364292,1,1,0
0,0,0,0,0,0,0,0,19,0,1,0.1872996905146408,2.9223110588405388,0.32549300574248874,468.8844800065147,1,1,0
0,5,0,0,1,0,0,0,19,0,1,0.9176483003424357,1.3933358479402977,0.6397457824484171,340.1655826359359,0,1,0
1,2,0,0,5,0,0,0,19,0,1,0.4072985666697736,1.7296059473231926,0.7633602527977429,78.32171054599692,1,4,0
3,12,0,3,7,0,0,0,19,0,1,0.4715421385141352,3.4754702365714216,0.49419883348318194,276.827567076975,0,3,0
0,0,0,0,0,0,0,0,19,0,1,0.19722466316188036,1.707805267179757,0.20923603670286395,459.27110776161055,0,5,0
10,8,0,3,13,4,0,0,19,0,1,0.3872783175852229,2.140501113902014,0.9314450182423001,454.9009940339405,1,3,0
0,0,0,0,0,0,0,0,19,0,1,0.07069568820532157,2.7989400115771064,0.0862917647416429,254.15407401777233,1,3,0
1,5,1,0,1,2,0,0,19,0,1,0.8031136133100537,1.5826384057189318,0.4361408093735182,128.2615761868053,1,2,0
1,0,0,0,1,0,0,0,19,0,1,0.986718609004502,2.3951420373195633,0.6811278776756927,165.27568672645276,1,3,0
0,0,0,0,0,0,0,0,19,0,1,0.5812732309526227,3.106850051126397,0.10639294643565511,476.8412544818377,0,5,0
0,3,0,0,2,0,0,0,19,0,1,0.29890458239364925,2.9583834354815757,0.18670756875939842,341.86395566051215,0,1,0
0,1,0,0,0,0,0,0,19,0,1,0.6925077088068283,2.237286156915253,0.010946919424410062,167.23067872600188,0,1,0
0,2,0,0,2,0,0,0,19,0,1,0.683120872322892,3.3913581297218993,0.28905327001372516,57.69265908291238,0,1,0
8,19,0,1,1,1,0,0,19,0,1,0.23475990207331665,2.224353799615588,0.21989974007177848,150.10690658874506,0,4,1
5,19,0,1,8,0,0,0,19,0,1,0.7439288166555384,1.7929340055857748,0.8361410837695181,52.51742088624581,0,4,0
0,0,0,0,0,0,0,0,19,0,1,0.915132592533292,2.2093936324141863,0.5334875707061154,489.60065125432016,1,4,0
0,0,0,0,0,0,0,0,19,0,1,0.5495023591116318,2.4537713419621183,0.6786556889060399,170.8582308404539,0,1,0
1,4,2,0,1,0,0,0,19,0,1,0.9293760139061612,2.86445660298856,0.7723070967028134,452.2102782694438,1,3,0
0,0,0,0,0,0,0,0,19,0,1,0.8032885117802444,2.0045367397441516,0.0590227706292239,217.37810853770662,1,3,0
7,9,1,8,13,0,0,0,19,0,1,0.6496163017382658,2.5613003379258643,0.24480279536204186,223.17196525617427,1,1,1
1,6,0,2,1,0,0,0,19,0,1,0.647882527532356,3.439129483779218,0.7024780249139055,297.13941985060643,1,3,0
1,3,0,1,0,0,0,0,19,0,1,0.18695990990828149,2.980618912728671,0.5054084328986777,133.24904695109728,1,2,0
0,13,0,1,0,0,0,0,19,0,1,0.19637045580262313,2.6356445680255893,0.39679327938973064,157.3864935024327,0,1,0
0,2,0,1,1,0,0,0,19,0,1,0.9814277269439624,2.2162328317534667,0.5958597522969993,401.6064256344922,0,3,0
1,3,1,1,5,5,0,0,19,0,1,0.3007540691357221,3.3755329529496265,0.6974371839005876,137.64738426924708,0,3,0
5,11,0,1,4,2,0,0,19,0,1,0.9213360920080417,3.1171933190537264,0.22455305664352265,88.15108504647858,0,5,0
0,3,0,1,1,0,0,0,19,0,1,0.8690483836300475,2.292413664823946,0.6106556443123079,258.4240377648582,0,4,0
49,62,99,31,37,3,0,0,19,0,1,0.2253512147779041,2.941648946457944,0.5126011883035768,178.6839846569335,0,4,1
3,7,0,0,4,0,0,0,19,0,1,0.525087964306053,1.988377721329515,0.9196268831103993,332.90910452876966,0,1,0
0,6,0,1,4,0,0,0,19,0,1,0.26973409684027716,1.6067126384716344,0.6111150883901406,74.81200966405729,1,5,0
1,12,0,2,1,0,0,0,19,0,1,0.838646801090875,3.1671836045776733,0.10893480558311308,293.7779031883504,0,5,0
0,2,0,0,1,0,0,0,19,0,1,0.48247756323351076,2.393983778204025,0.4580719156152976,403.9737996540199,1,2,0
7,47,1,7,14,0,0,0,19,0,1,0.28938828381764836,1.482602123949485,0.23363391789390586,90.26404179209717,1,2,1
0,0,0,0,0,0,0,0,19,0,1,0.9290917398126345,3.318193365446489,0.011338630001998529,459.4587080229039,1,5,0
0,0,0,0,0,0,0,0,19,0,1,0.8676092755095336,2.9854592767141255,0.4696392402339933,401.4493285699295,1,2,0
1,17,0,1,13,0,0,0,19,0,1,0.7818526838353086,2.6270167341662156,0.08564609228783404,349.7159777492313,1,1,0
0,3,1,0,2,0,0,0,19,0,1,0.06231582964530069,1.7841274436364034,0.42591270661775715,196.5927232638426,1,2,0
0,0,0,0,0,0,0,0,19,0,1,0.8835591310732325,2.730843839842545,0.7753889368282755,416.6079178665269,1,3,0
1,2,0,0,0,0,0,0,19,0,1,0.12844186808524982,2.870759024638178,0.009065648049601638,288.06895409276024,1,1,0
2,6,0,0,1,0,0,0,19,0,1,0.6298518095903253,2.8972751903682123,0.6380234461036709,270.01908434588313,0,1,0
5,5,0,3,2,0,0,0,19,0,1,0.38702859481187246,1.812960721970831,0.8952555354844314,332.3225448467731,1,1,0
0,1,0,0,0,0,0,0,19,0,1,0.1783747106590744,3.1266978380527943,0.676924305602299,443.113990503079,0,4,0
0,15,0,2,10,0,0,0,19,0,1,0.13130050730165932,2.937897205226629,0.20990099705284937,138.16812745263195,1,3,0
4,4,0,0,1,0,0,0,19,0,1,0.7071463945423643,1.5078660786813058,0.6321229633707391,225.05986909277996,0,4,0
0,1,0,0,0,0,0,0,19,0,1,0.12335911957517454,2.463920793669254,0.31090401119791433,282.54169473267024,1,2,0
0,5,0,1,0,0,0,0,19,0,1,0.957684642112813,3.368005714264261,0.12341356748842669,406.8631372973693,1,5,0
0,0,0,0,0,0,0,0,19,0,1,0.7319255261534766,2.602193647362447,0.8760972592905405,179.2649172040019,0,4,0
3,1,1,0,1,0,0,0,19,0,1,0.8397455312040698,1.3497358446925092,0.9831101834234519,336.920424069129,1,5,0
3,14,0,1,1,0,0,0,19,0,1,0.17402511514799157,2.8635196789307313,0.847615357531604,471.78643524236594,1,4,0
0,0,0,0,0,0,0,0,19,0,1,0.36071523104562064,3.229563911615659,0.35647655175742554,90.74661475703579,1,4,0
2,0,0,2,0,1,0,0,19,0,1,0.7472954492418145,2.0341377421958775,0.686378988843312,208.4439253937308,0,3,0
0,2,0,0,0,0,0,0,19,0,1,0.11299209392860776,1.524944780201952,0.4293961464192998,307.3045513477169,0,2,0
0,0,0,0,0,0,0,0,19,0,1,0.959813360179331,2.0661108780906057,0.6506248774705997,71.29078022886645,1,5,0
8,16,2,2,4,0,0,0,19,0,1,0.5624189850893488,1.4066911928312553,0.5885376692728357,417.06169113331276,1,3,0
3,5,0,1,0,0,0,0,19,0,1,0.43989760535457734,3.2369405152850064,0.9168315040875296,225.78800219956747,1,3,0
0,2,0,0,7,0,0,0,19,0,1,0.43462665228134134,2.006543029721869,0.3887208237984998,333.4658725540003,1,3,0
1,4,0,0,1,0,0,0,19,0,1,0.7473525027821214,3.289793347754429,0.04602206671649278,82.53056728522986,0,5,0
0,3,0,0,3,0,0,0,19,0,1,0.09510764864747101,1.259871011979758,0.9741052421058797,336.04692624839737,0,1,0
0,0,0,0,0,0,0,0,19,0,1,0.803392738746269,2.9333759308423097,0.6080935205696598,276.66352156324416,0,3,0
0,0,0,0,0,0,0,0,19,0,1,0.18822680497189204,2.186875218980836,0.8890421482444391,240.44012081815146,1,4,0
0,0,0,0,0,0,0,0,19,0,1,0.11466511381246236,3.3372371555138276,0.8862870043791263,265.4062507275647,0,5,0
0,0,0,0,0,0,0,0,19,0,1,0.3260737598285224,2.256098579800084,0.2635556518587101,452.000653564575,0,2,0
0,3,1,3,6,0,0,0,19,0,1,0.4358142229589349,2.397607286960355,0.8734554114576912,341.7424078280057,0,1,0
0,0,0,0,0,0,0,0,19,0,1,0.2425325661657899,2.43834685011752,0.43222055048799735,219.33957738183346,1,3,0
0,2,0,0,0,0,0,0,19,0,1,0.7708393179361612,1.4760626033856048,0.11177668331459978,355.25771183601205,1,4,0
2,8,0,2,1,0,0,0,19,0,1,0.34770244231528813,3.3915433542109916,0.8617049593157885,161.31223616639855,0,4,0
0,0,0,0,0,0,0,0,19,0,1,0.7228734253522778,1.9989251109671728,0.5070669112183557,368.98906520993586,0,3,0
8,10,1,4,4,0,0,0,19,0,1,0.9124746753719898,2.7070725081533396,0.260541762276815,111.99107262053903,1,3,1
3,2,0,0,0,0,0,0,19,0,1,0.382751356963529,3.4019813537607426,0.8069777358143191,482.6266798552072,1,3,0
1,3,0,0,4,0,0,0,19,0,1,0.27705465223395054,1.8212044018527314,0.681867449389425,87.08040280551165,1,2,0
0,1,0,0,0,0,0,0,19,0,1,0.48074461408348823,3.457306354468675,0.06586149631176852,383.91598409888684,1,2,0
0,0,0,0,0,0,0,0,19,0,1,0.15280629572937676,3.330637648185114,0.9753713913215415,281.3797019357986,0,4,0
1,9,0,0,0,0,0,0,19,0,1,0.8318736114799423,2.8116307999922143,0.3073469002785906,368.0380857220212,1,2,0
0,0,0,0,0,0,0,0,19,0,1,0.17467551200077203,3.2788282301295224,0.9496694248809127,413.42073724529905,0,5,0
1,2,0,1,0,0,0,0,19,0,1,0.22302632003812628,1.5513409402395846,0.28993172976926296,264.6301618750057,0,4,0
1,4,0,2,2,0,0,0,19,0,1,0.8687180248939016,2.717924637115941,0.7702811496032923,368.6395323395488,0,1,0
1,9,1,3,4,0,0,0,19,0,1,0.5761357292658117,1.8731149105599898,0.7187140009394729,119.68780387999581,1,2,0
0,3,0,1,0,0,0,0,19,0,1,0.837977842273418,1.2077810071554995,0.13655666861784355,172.06245009565248,1,4,0
4,15,0,1,3,1,0,0,19,0,1,0.9202800369434699,2.1454346277548577,0.23268714901925314,273.33925379825075,1,1,0
7,43,1,7,6,1,0,0,19,0,1,0.07532282525834766,1.3286554928973375,0.28488122381029757,344.57112886622247,1,3,1
0,7,0,1,6,0,0,0,19,0,1,0.3871867658204585,3.2717109525365835,0.0008472845294321685,113.53377069536452,1,5,0
0,0,0,0,0,0,0,0,19,0,1,0.9514851357767753,3.2033626890500493,0.8716608501919673,353.3324026218983,1,5,0
1,0,0,0,1,0,0,0,19,0,1,0.9605894595063064,2.794003621887362,0.6825853301973762,133.86994720163023,0,3,0
1,3,0,1,0,0,0,0,19,0,1,0.16153119630476198,2.4465944545116693,0.4491459742904813,365.58787494240033,0,5,0
0,4,0,0,2,0,0,0,19,0,1,0.6430448291209334,2.064622727419567,0.7515348995921721,447.2127522365173,1,4,0
0,1,0,0,0,0,0,0,19,0,1,0.16353085085207875,1.7960783119444699,0.3265533745068414,413.1313565703618,0,2,0
