segment_id,latitude,longitude,lat_end,lng_end,violent_crimes_90d,property_crimes_90d,drug_crimes_90d,total_crimes_90d,recent_crimes_7d,street_hazards,encampments,needles_reported,blocked_sidewalk,total_311_reports,lighting_issues,active_construction,hour,day_of_week,is_weekend,is_night,is_rush_hour,month,in_high_risk_area,in_business_district,distance_to_downtown,sidewalk_width,lighting_quality,cctv_coverage,nearest_transit_stop,pedestrian_traffic,business_density,escape_routes,is_unsafe
seg_30_69,37.738,-122.451,37.739,-122.44999999999999,0,3,0,6,2,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.0757429864739862,1.8393657978714884,0.4211990056836601,0,455.79301103086044,0.8398400163701172,2,2,0
seg_64_55,37.772,-122.46499999999999,37.772999999999996,-122.46399999999998,1,3,0,8,0,7,0,0,0,7,0,0,19,5,True,False,True,10,0,0,0.06862215385717495,3.1795048904471703,0.6098310618482734,1,311.1103131702925,0.7976315278621507,6,2,0
seg_2_116,37.71,-122.404,37.711,-122.40299999999999,0,10,0,27,1,18,0,0,0,18,0,0,19,5,True,False,True,10,0,0,0.0840951841665102,1.603968409113242,0.6217120546904881,0,434.1607271053214,0.20766659213223584,7,1,0
seg_57_28,37.765,-122.49199999999999,37.766,-122.49099999999999,2,5,0,13,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.09646242791883762,2.9266894654962923,0.9988877361693583,0,400.42426980382464,0.8590127017078439,2,1,0
seg_37_49,37.745,-122.47099999999999,37.745999999999995,-122.46999999999998,4,2,0,15,0,1,0,0,0,1,0,0,19,5,True,False,True,10,0,0,0.08626702730474513,3.3375312983613488,0.4564762033326594,0,207.89312232102577,0.6930468427417321,9,4,0
seg_92_10,37.8,-122.50999999999999,37.800999999999995,-122.50899999999999,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.11016351483134855,2.2534227829276063,0.774008064918128,1,265.352832120949,0.31527610444391196,3,3,0
seg_0_74,37.708,-122.446,37.708999999999996,-122.445,1,3,1,16,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.09752948272188793,3.081510127505964,0.40835394319014756,0,484.7546319804871,0.7791859546233911,5,1,0
seg_25_26,37.733,-122.494,37.733999999999995,-122.493,0,1,0,4,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.11205802068570943,3.0416972292392503,0.9942523806323977,0,449.71893415525636,0.7740484483861175,6,1,0
seg_70_41,37.778,-122.479,37.778999999999996,-122.478,2,13,1,31,2,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.08060397012553985,1.9180063371586662,0.4683942745558497,0,419.7536189078117,0.7606813149110446,2,1,0
seg_99_23,37.806999999999995,-122.497,37.80799999999999,-122.496,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.09786725703726873,2.371280005372561,0.24095141485897617,0,267.231285256478,0.5939393653493826,4,2,0
seg_90_109,37.798,-122.411,37.799,-122.41,22,28,1,185,11,15,0,0,0,15,0,0,19,5,True,False,True,10,0,0,0.011704699910717237,3.369162266116648,0.6416475239124897,0,177.9417070678259,0.6313096486712603,2,1,1
seg_13_114,37.721,-122.40599999999999,37.721999999999994,-122.40499999999999,3,3,0,17,2,8,0,0,0,8,0,0,19,5,True,False,True,10,0,0,0.0732461603089192,3.027643161857164,0.21101044467779184,1,183.79689192754114,0.562831988106228,3,1,1
seg_14_112,37.722,-122.408,37.723,-122.407,3,4,0,13,2,2,0,0,0,2,0,0,19,5,True,False,True,10,0,0,0.0724430811050945,2.632741741968704,0.30113202737094497,0,434.4129407787253,0.10799610876682678,5,2,0
seg_67_42,37.775,-122.478,37.775999999999996,-122.47699999999999,2,4,0,6,0,13,0,0,0,13,0,0,19,5,True,False,True,10,0,0,0.08028075734569388,2.5792969591101995,0.7538949353301485,0,273.0423619901854,0.8464539402750432,3,3,0
seg_81_36,37.789,-122.484,37.79,-122.48299999999999,0,3,0,4,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.08414867794563442,1.3305668997573914,0.21490001845585827,0,56.220869871383606,0.45040539690270104,5,2,0
seg_0_11,37.708,-122.509,37.708999999999996,-122.508,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.13884163640636976,2.1578227566920654,0.5137641528083683,0,193.29381209067705,0.1076801184482144,4,1,0
seg_2_61,37.71,-122.45899999999999,37.711,-122.45799999999998,0,4,0,12,0,1,0,0,0,1,0,0,19,5,True,False,True,10,0,0,0.10264989040421509,1.9288488652282056,0.32482670859251456,0,300.5285943657277,0.19184834461938632,2,1,0
seg_78_28,37.786,-122.49199999999999,37.787,-122.49099999999999,0,4,0,6,0,1,0,0,0,1,0,0,19,5,True,False,True,10,0,0,0.09234717104490577,1.2192989273292854,0.6214412019553692,1,347.3598969084318,0.11247935249583435,5,2,0
seg_86_43,37.794,-122.47699999999999,37.794999999999995,-122.47599999999998,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.07699999999998397,2.258139718139158,0.7607172048846595,0,489.57244519330715,0.6706778890061099,2,4,0
seg_49_35,37.757,-122.485,37.757999999999996,-122.484,0,5,0,7,2,1,0,0,0,1,0,0,19,5,True,False,True,10,0,0,0.0927038294786082,1.572802913874875,0.3134107984325427,1,183.9564005873062,0.7309491777177008,1,3,0
seg_49_36,37.757,-122.484,37.757999999999996,-122.48299999999999,0,4,0,8,2,1,0,0,0,1,0,0,19,5,True,False,True,10,0,0,0.09178779875341862,2.9485916572415225,0.9502325711770676,0,392.4103538122906,0.8575730114650586,6,3,0
seg_66_12,37.774,-122.508,37.775,-122.50699999999999,0,4,0,8,0,12,0,0,0,12,0,0,19,5,True,False,True,10,0,0,0.10983624174195718,1.5045867817583383,0.6391020166268238,0,98.04613332642705,0.36726567458477927,7,2,0
seg_101_45,37.809,-122.475,37.809999999999995,-122.47399999999999,0,1,0,2,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.07648529270388073,2.40458402307969,0.291209076481989,1,191.4326978192083,0.6396756426179493,4,3,0
seg_13_50,37.721,-122.47,37.721999999999994,-122.469,0,5,0,11,1,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.10113851887386478,2.9228966611543394,0.7743630665748343,0,357.7552244027416,0.6201734192030971,4,1,0
seg_20_67,37.728,-122.453,37.729,-122.452,1,3,0,9,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.08464632301523264,3.463667771980855,0.49974059801785864,0,494.70764133337707,0.7439921782160918,5,4,0
seg_62_64,37.769999999999996,-122.456,37.770999999999994,-122.455,5,9,0,44,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.060926184846909225,2.9946224655423905,0.4394325144367406,0,382.54887464996494,0.1347505651684083,5,4,1
seg_82_47,37.79,-122.473,37.791,-122.472,0,0,0,0,0,1,0,0,0,1,0,0,19,5,True,False,True,10,0,0,0.07310950690573013,1.6311237560570735,0.39665596467210484,0,158.8048378099473,0.7035746766403058,4,2,0
seg_82_66,37.79,-122.454,37.791,-122.45299999999999,0,1,0,4,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.054147945482711235,2.625820836968518,0.3646245809145894,0,369.4623861671436,0.6109167824555486,5,3,0
seg_27_87,37.735,-122.43299999999999,37.736,-122.43199999999999,1,11,0,19,0,1,0,0,0,1,0,0,19,5,True,False,True,10,0,0,0.06760177512461377,2.635795097438552,0.2579572446732269,1,204.6625393574926,0.6548152674298929,7,1,0
seg_27_59,37.735,-122.461,37.736,-122.46,0,4,0,6,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.08486459803710161,2.7233317084443716,0.32875093259451904,0,137.95034299291382,0.12810967899493308,8,1,0
seg_36_59,37.744,-122.461,37.745,-122.46,0,5,0,6,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.07887331614683664,2.631001979140487,0.35051284526822873,1,151.32083938124862,0.47215933091224443,8,3,0
seg_91_80,37.799,-122.44,37.8,-122.439,4,25,0,64,5,14,1,0,0,15,0,0,19,5,True,False,True,10,0,0,0.04031128874148517,1.281425643384391,0.9919589599539166,0,425.1069458174317,0.35189468013356273,4,2,1
seg_64_34,37.772,-122.48599999999999,37.772999999999996,-122.48499999999999,1,6,1,19,0,2,0,0,0,2,0,0,19,5,True,False,True,10,0,0,0.08876936408467301,2.8698264341123987,0.538174181874313,0,184.31887415478406,0.9106442831371755,4,3,0
seg_76_95,37.784,-122.425,37.785,-122.42399999999999,8,32,2,88,7,18,3,0,0,21,0,0,19,5,True,False,True,10,0,0,0.026925824035663865,2.6988322664560496,0.9274853787694299,0,145.55356929180857,0.14225732038051409,4,2,1
seg_2_60,37.71,-122.46,37.711,-122.45899999999999,0,4,0,12,0,5,0,0,0,5,0,0,19,5,True,False,True,10,0,0,0.10322790320450138,2.17181212861675,0.5867972068226346,0,471.0269153615225,0.39524699135073577,3,2,0
seg_95_123,37.803,-122.39699999999999,37.803999999999995,-122.39599999999999,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,1,0.009486832980509992,2.605606931042838,0.874645753679618,0,253.16984939448236,0.741819883584136,5,2,0
seg_20_14,37.728,-122.506,37.729,-122.505,0,0,0,0,0,0,1,0,0,1,0,0,19,5,True,False,True,10,0,0,0.12486793023029666,1.3872033444717302,0.9542122036624715,1,334.27842066428224,0.13503078446885544,13,2,0
seg_49_125,37.757,-122.395,37.757999999999996,-122.39399999999999,1,2,1,30,1,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.037336309405189276,2.6328150614558297,0.5281310226407733,0,412.85022730474265,0.22444527286918228,3,1,0
seg_18_45,37.726,-122.475,37.727,-122.47399999999999,2,32,3,49,0,4,1,0,0,5,0,0,19,5,True,False,True,10,0,0,0.1012373448881291,1.852398168246988,0.40239598371668395,0,55.833897326962926,0.8158184486666769,4,4,0
seg_91_45,37.799,-122.475,37.8,-122.47399999999999,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.07516648189185336,2.994819203284795,0.6038736300113307,1,293.500321682243,0.4875486503517741,5,3,0
seg_63_42,37.771,-122.478,37.772,-122.47699999999999,0,11,0,14,1,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.081320354155636,1.2697940217885648,0.609467387714793,1,132.12537262585923,0.871997898548855,4,3,0
seg_43_130,37.751,-122.39,37.751999999999995,-122.389,1,4,0,15,0,3,1,0,0,4,0,0,19,5,True,False,True,10,1,0,0.04414748010928867,2.6576062229656845,0.7251378185494138,0,403.8544915712255,0.745230529339459,4,2,0
seg_9_24,37.717,-122.496,37.717999999999996,-122.49499999999999,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.12306502346319888,3.427566610074249,0.5757799828675826,1,454.1979145927937,0.11416761407497286,1,4,0
seg_101_10,37.809,-122.50999999999999,37.809999999999995,-122.50899999999999,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.11101801655585802,2.496996436816175,0.61584617981371,0,84.80259297714066,0.7922323187226167,2,1,0
seg_2_94,37.71,-122.426,37.711,-122.425,1,0,0,4,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.08793179174791758,2.5131580096903434,0.5433884140107428,0,65.6320026318763,0.5467051936745267,7,4,0
seg_58_45,37.766,-122.475,37.766999999999996,-122.47399999999999,0,1,0,8,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.08005623023849064,1.3152314534904166,0.7530356402105736,1,359.29109500224575,0.44071755161274767,6,2,0
seg_67_12,37.775,-122.508,37.775999999999996,-122.50699999999999,0,4,0,8,0,10,0,0,0,10,0,0,19,5,True,False,True,10,0,0,0.1096585609972963,3.2200783553588725,0.9605613065589044,0,414.78092124937166,0.56310785527301,6,3,0
seg_39_35,37.747,-122.485,37.748,-122.484,1,4,0,6,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.09712878049269773,2.529443095508902,0.8419612439562232,1,439.845659228629,0.9250735757731314,8,1,0
seg_46_37,37.754,-122.48299999999999,37.754999999999995,-122.48199999999999,1,6,0,13,0,4,0,0,0,4,0,0,19,5,True,False,True,10,0,0,0.09213576938408508,1.8212729967218846,0.7378900579372136,0,439.88113713680093,0.45183108664101734,4,2,0
seg_74_20,37.782,-122.5,37.782999999999994,-122.499,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.10071742649610778,3.188978253219496,0.6267969461266294,0,371.303722276723,0.10206663591021534,3,3,0
seg_64_60,37.772,-122.46,37.772999999999996,-122.45899999999999,0,6,0,10,3,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.0639061812346701,2.083902416855111,0.524676998556842,0,393.5362787228799,0.9223074826656038,5,2,0
seg_56_14,37.763999999999996,-122.506,37.76499999999999,-122.505,2,7,0,17,2,0,1,0,0,1,0,0,19,5,True,False,True,10,0,0,0.11016351483135835,3.023666695079877,0.8602434351410938,1,52.00434328063456,0.7141486000944927,7,1,0
seg_10_70,37.717999999999996,-122.45,37.718999999999994,-122.449,6,6,0,20,2,5,0,0,0,5,0,0,19,5,True,False,True,10,0,0,0.09097252332435214,1.4000166407203747,0.4074574505498523,0,269.19668571813105,0.5891358951196305,4,3,0
seg_80_113,37.788,-122.407,37.788999999999994,-122.40599999999999,24,141,8,324,19,12,1,0,0,13,0,0,19,5,True,False,True,10,1,1,0.009219544457286044,2.752965229693982,0.2954366465564901,0,450.5261191540896,0.953229896863283,7,1,1
